search_engine,search_string,title,media,timestamp,link
Google,Tata Bankruptcy,When resilience builds empires: The journey of Tata Gamze from bankruptcy to entrepreneurship,Vanguard News,20 Mar 2024,https://www.vanguardngr.com/2024/03/when-resilience-builds-empires-the-journey-of-tata-gamze-from-bankruptcy-to-entrepreneurship/
Google,Tata Bankruptcy,"Tata, IndiGo in talks with lessors, airport operators for Go First’s assets: Report",Business Today,10 May 2023,https://www.businesstoday.in/industry/aviation/story/tata-indigo-in-talks-with-lessors-airport-operators-for-go-firsts-assets-report-380675-2023-05-10
Google,Tata Bankruptcy,Bank of India to get Rs 19.93 bn from Tata Steel-Bhushan Steel deal,Business Standard,19 May 2018,https://www.business-standard.com/article/finance/bank-of-india-to-get-rs-19-93-bn-from-tata-steel-bhushan-steel-deal-118051900619_1.html
Google,Tata Bankruptcy,Steam leak scalds 18 at Tata Steel plant in Odisha,The New Indian Express,14 Jun 2023,https://www.newindianexpress.com/states/odisha/2023/Jun/14/steam-leak-scalds-18-at-tata-steel-plant-in-odisha-2584902.html
Google,Tata Bankruptcy,NCLAT holds Tata Steel eligible to bid for Bhushan Steel,Business Today,10 Aug 2018,https://www.businesstoday.in/latest/economy-politics/story/nclat-clears-bhushan-steel-sale-to-tata-steel-rejects-issues-over-its-ineligiblity-109421-2018-08-10
Google,Tata Bankruptcy,"Bhushan Steel case: Tata Steel challenges Delhi HC order in Supreme Court | Rs 1,000 crore at stake - Know the whole matter",ET Now,12 Jul 2023,https://www.etnownews.com/companies/bhushan-steel-case-tata-steel-challenges-delhi-hc-order-in-supreme-court-rs-1000-crore-at-stake-know-the-whole-matter-article-101700062
Google,Tata Bankruptcy,Tata Steel completes $5.2 billion purchase of bankrupt Bhushan Steel,Reuters,18 May 2018,https://www.reuters.com/article/world/tata-steel-completes-52-billion-purchase-of-bankrupt-bhushan-steel-idUSKCN1IJ1OF/
Google,Tata Bankruptcy,Deleveraging is an enterprise priority for Tata Steel: Koushik Chatterjee,Business Standard,4 Jan 2019,https://www.business-standard.com/article/companies/our-assessment-for-bhushan-steel-hasn-t-changed-tata-steel-cfo-chatterjee-119010301041_1.html
Google,Tata Bankruptcy,Tata Steel offers $5.4 billion to take over bankrupt Bhushan Steel: Report,India TV News,23 Mar 2018,https://www.indiatvnews.com/business/news-tata-steel-offers-5-4-billion-to-take-over-bankrupt-bhushan-steel-report-434154
Google,Tata Bankruptcy,Tata Steel offers $5.4 billion to take over bankrupt Bhushan Steel: Report,India TV News,23 Mar 2018,https://www.indiatvnews.com/business/news-tata-steel-offers-5-4-billion-to-take-over-bankrupt-bhushan-steel-report-434154
Google,Tata Bankruptcy,Tata Steel subsidiary acquires 72% stake in Bhushan Steel,Jagran Josh,19 May 2018,https://www.jagranjosh.com/current-affairs/tata-steel-subsidiary-acquires-72-stake-in-bhushan-steel-1526718638-1
Google,Tata Bankruptcy,NCLAT asks IRP of Dream 11 to refrain from taking steps for insolvency,Business Standard,4 Apr 2024,https://www.business-standard.com/companies/news/nclat-asks-irp-of-dream-11-to-refrain-from-taking-steps-for-insolvency-124040401141_1.html
Google,Tata Bankruptcy,India’s Go First airline files for bankruptcy,Al Jazeera,2 May 2023,https://www.aljazeera.com/economy/2023/5/2/indias-go-first-airline-files-for-bankruptcy
Google,Tata Bankruptcy,Tata Steel Mining completes 100 pc acquisition of Rohit Ferro-Tech,The Financial Express,24 Jun 2022,https://www.financialexpress.com/business/industry-tata-steel-mining-completes-100-pc-acquisition-of-rohit-ferro-tech-2571593/
Google,Tata Bankruptcy,Tata Steel subsidiary acquires 72% stake in Bhushan Steel,Business Today,18 May 2018,https://www.businesstoday.in/latest/corporate/story/tata-steel-subsidiary-acquires-72-per-cent-stake-in-bhushan-steel-106769-2018-05-18
Google,Tata Bankruptcy,"Bhushan Steel takeover: Jindal congratulates Ratan Tata, Tata Group officials",The Economic Times,19 May 2018,https://m.economictimes.com/industry/indl-goods/svs/steel/bhushan-steel-takeover-jindal-congratulates-ratan-tata-tata-group-officials/articleshow/64235493.cms
Google,Tata Bankruptcy,NCLAT dismisses plea against insolvency of Tayo Rolls,The Financial Express,19 Jul 2019,https://www.financialexpress.com/business/industry-nclat-dismisses-plea-against-insolvency-of-tayo-rolls-1649985/
Google,Tata Bankruptcy,"ArcelorMittal, Tatas step up Essar & Bhushan Steel bids",Times of India,16 Nov 2017,https://timesofindia.indiatimes.com/business/india-business/arcelormittal-tatas-step-up-essar-bhushan-steel-bids/articleshow/61665167.cms
Google,Tata Bankruptcy,Bhushan Steel appoints Tata Steel’s T.V. Narendran as chairman | Company Business News,mint,15 Jul 2018,https://www.livemint.com/Companies/IiC6gyewIuIPoO4SBDRp2J/Bhushan-Steel-appoints-Tata-Steels-TV-Narendran-as-chairm.html
Bing,Tata Bankruptcy,"Ratan Tata changed the date of 7 companies, they are now doing super business, these companies are...",Msn,3mon,https://www.msn.com/en-in/autos/news/ratan-tata-changed-the-date-of-7-companies-they-are-now-doing-super-business-these-companies-are/ar-AA1scPGS?ocid=BingNewsVerp
Bing,Tata Bankruptcy,"Noel Tata scripts history, Tata Steel becomes first Indian company to…, helps India to achieve…",Msn,4d,https://www.msn.com/en-in/society-culture-and-history/history/noel-tata-scripts-history-tata-steel-becomes-first-indian-company-to-helps-india-to-achieve/ar-AA1yisZy?ocid=BingNewsVerp
Bing,Tata Bankruptcy,"Meet India's first female Tennis Olympian, whose diamond once saved Tata Steel from bankruptcy, was wife of…",Dnaindia,3mon,https://www.dnaindia.com/education/report-meet-india-female-tennis-olympian-lady-meherbai-tata-diamond-once-saved-tata-steel-from-bankruptcy-3114331
Bing,Tata Bankruptcy,TATA Health Navigates Financial Challenges Amid Bankruptcy,Nasdaq,1mon,https://www.nasdaq.com/articles/tata-health-navigates-financial-challenges-amid-bankruptcy
Bing,Tata Bankruptcy,Ratan Tata Birth Anniversary: Honour The Legacy Of A Visionary Leader,Msn,1mon,https://www.msn.com/en-in/society-culture-and-history/general/ratan-tata-birth-anniversary-honour-the-legacy-of-a-visionary-leader/ar-AA1wC7dF?ocid=BingNewsVerp
Bing,Tata Bankruptcy,TATA Health Navigates Financial Challenges Amid Bankruptcy,Msn,1mon,https://www.msn.com/en-us/money/savingandinvesting/tata-health-navigates-financial-challenges-amid-bankruptcy/ar-AA1wUu1h?ocid=BingNewsVerp
Yahoo,Tata Bankruptcy,Go First's bankruptcy has fueled mass resignations and higher air fares,Quartz·  via Yahoo News,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEF_5XQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2ffirsts-bankruptcy-fueled-mass-resignations-101500639.html/RK=2/RS=.PnIdzT_o.4gAbmfhD42Dd1zXl4-
Yahoo,Tata Bankruptcy,"India's Go First touts owner, govt backing after bankruptcy filing",Reuters·  via Yahoo Finance,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFAZbQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findigo-shares-surge-smaller-rival-043606652.html%3ffr%3dsycsrp_catchall/RK=2/RS=qB7ThftkZfwOY2IHoBmSSAWcFLQ-
Yahoo,Tata Bankruptcy,"India's Go First airline files for bankruptcy, blames Pratt & Whitney engines",Reuters·  via Yahoo Finance,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFA5bQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-first-airline-files-bankruptcy-101608770.html%3ffr%3dsycsrp_catchall/RK=2/RS=Kc5AqV0j6wrIMR8DmtfyfJDNmCc-
Yahoo,Tata Bankruptcy,"India's Go First airline gains bankruptcy protection, lessors' woes deepen",Reuters·  via Yahoo Finance,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFBZbQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findia-decide-first-bankruptcy-lessors-022933627.html%3ffr%3dsycsrp_catchall/RK=2/RS=7twPOYuU3lfPPhX_mUZIKO1lkTg-
Yahoo,Tata Bankruptcy,Is JinkoSolar Holding Co (JKS) Too Good to Be True? A Comprehensive Analysis of a Potential ...,GuruFocus.com·  via Yahoo Finance,1 year ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFB5bQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fjinkosolar-holding-co-jks-too-233747157.html%3ffr%3dsycsrp_catchall/RK=2/RS=qNyFCxLzE0iwQ3AY_pin_U22Opw-
Yahoo,Tata Bankruptcy,Is Viasat (VSAT) Too Good to Be True? A Comprehensive Analysis of a Potential Value Trap,GuruFocus.com·  via Yahoo Finance,1 year ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFCZbQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fviasat-vsat-too-good-true-234134524.html%3ffr%3dsycsrp_catchall/RK=2/RS=pGxmQLZZqMGCJ5imIOEehkreawI-
Yahoo,Tata Bankruptcy,When You're Here You're Family: The New Neighborhood Beauty Shops,Town & Country·  via Yahoo News,1 year ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFC5bQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2flifestyle%2fyoure-youre-family-neighborhood-beauty-180000890.html%3ffr%3dsycsrp_catchall/RK=2/RS=AnpMIacuxnSAvKj4_DrQOFx1Wwo-
Yahoo,Tata Bankruptcy,"Influencer Selling Hamptons Estate, Moving to Miami After Husband’s Suicide",The Daily Beast·  via Yahoo News,6 months ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFDZbQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2finfluencer-selling-hamptons-estate-moving-161611211.html%3ffr%3dsycsrp_catchall/RK=2/RS=dkXDdpR9Yb6lP3Yy2j4GaxnO8NY-
Yahoo,Tata Bankruptcy,India is now the most populous country in the world. And it’s ready to become a tourism force,CNN·  via Yahoo News,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFD5bQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2fnews.yahoo.com%2findia-now-most-populous-country-015347798.html%3ffr%3dsycsrp_catchall/RK=2/RS=LV5ac_o3B2_yXSOT19ETMHz83Mc-
Yahoo,Tata Bankruptcy,'Risky jurisdiction': Aircraft lessors raise alarm over Go First crisis in India,Reuters·  via Yahoo Finance,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSm5qVneiEFEZbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1738954534/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2frisky-jurisdiction-aircraft-lessors-raise-113848769.html%3ffr%3dsycsrp_catchall/RK=2/RS=sinFIeP19HXuIujICFYC.fo7IC0-
Google,Jio Lawsuits,JioHotstar vs Delhi Techie: What is Domain Squatting and can there be legal action?,Digit,25 Oct 2024,https://www.digit.in/news/general/jiohotstar-vs-delhi-techie-what-is-domain-squatting-and-can-there-be-legal-action.html
Google,Jio Lawsuits,Meta to pay Trump $25 million to settle 2021 lawsuit,Communications Today,1 week ago,https://www.communicationstoday.co.in/meta-to-pay-trump-25-million-to-settle-2021-lawsuit/
Google,Jio Lawsuits,"Jio Brain, Connected Intelligence, PhoneCall AI: Takeaways from Reliance AGM 2024",MediaNama,2 Sept 2024,https://www.medianama.com/2024/09/223-jio-brain-phonecall-ai-more-details-reliance-agm-2024/
Google,Jio Lawsuits,JioHotstar.com ownership dispute explained: How JioHotstar domain went from Delhi techie to Dubai sibling,Times of India,28 Oct 2024,https://timesofindia.indiatimes.com/technology/tech-news/jiohotstar-com-ownership-dispute-explained-how-jiohotstar-domain-went-from-delhi-techie-to-dubai-siblings/articleshow/114686323.cms
Google,Jio Lawsuits,Disney settles lawsuit for $43 million over alleged gender pay disparity,Business Standard,26 Nov 2024,https://www.business-standard.com/world-news/disney-settles-lawsuit-for-43-million-over-alleged-gender-pay-disparity-124112600489_1.html
Google,Jio Lawsuits,SIM Shutdown Sparks Legal Battle: Mukesh Ambani Taken to Court Over Jio Dispute,PUNE PULSE,8 Aug 2024,https://www.mypunepulse.com/sim-shutdown-sparks-legal-battle-mukesh-ambani-taken-to-court-over-jio-dispute/
Google,Jio Lawsuits,JioStar Takes The Spotlight: Will This Be The New OTT Giant After Reliance-Disney Merger? What Happens To,Free Press Journal,12 Nov 2024,https://www.freepressjournal.in/business/jiostar-takes-the-spotlight-will-this-be-the-new-ott-giant-after-reliance-disney-merger-what-happens-to-jiohotstar-now-check-details
Google,Jio Lawsuits,Govt Response to Mobile Radiation Concerns for Pregnant Women,news24online.com,17 Jul 2024,https://news24online.com/tech/does-mobile-tower-radiation-impact-pregnant-women-read-how-govt-responded-to-this-serious-concern-308068/308068/
Google,Jio Lawsuits,Cambridge Analytica Scandal Returns: Supreme Court Clears Class Action Against Meta,News9live,25 Nov 2024,https://www.news9live.com/technology/tech-news/us-supreme-court-meta-lawsuit-cambridge-analytica-2758599
Google,Jio Lawsuits,"89% of Indians face call drops even after tariff hike by Jio, Airtel, VI",Business Standard,15 Jul 2024,https://www.business-standard.com/finance/personal-finance/89-of-indians-face-call-drops-even-after-tariff-hike-by-jio-airtel-vi-124071500323_1.html
Google,Jio Lawsuits,Earnings call: Reliance Jio saw 250% rise in data traffic in the past three years,MediaNama,25 Apr 2024,https://www.medianama.com/2024/04/223-earnings-call-reliance-jio-250-per-cent-rise-in-data-traffic/
Google,Jio Lawsuits,"Government’s advisory to telecom companies, Xiaomi sued in India, Vodafone-Idea’s Netflix plan and other",Times of India,2 Jun 2024,https://timesofindia.indiatimes.com/technology/tech-news/governments-advisory-to-telecom-companies-xiaomi-sued-in-india-vodafone-ideas-netflix-plan-and-other-top-tech-news-of-the-week/articleshow/110639929.cms
Google,Jio Lawsuits,Jio buys U.S.-based Mimosa Networks for $60 mn,The Hindu,9 Mar 2023,https://www.thehindu.com/business/jio-buys-us-based-mimosa-networks-for-60-mn/article66600947.ece
Google,Jio Lawsuits,Developer allegedly faces legal heat from Reliance Industries over 'JioHotstar' domain,Business Today,24 Oct 2024,https://www.businesstoday.in/technology/news/story/developer-allegedly-faces-legal-heat-from-reliance-industries-over-jiohotstar-domain-451384-2024-10-24
Google,Jio Lawsuits,"Reliance threatening legal action, says techie who asked for ₹1 crore to give up JioHotstar domain",Hindustan Times,24 Oct 2024,https://www.hindustantimes.com/entertainment/web-series/reliance-threatening-legal-action-says-techie-who-asked-for-1-crore-to-give-up-jiohotstar-domain-101729763104503.html
Google,Jio Lawsuits,Elon Musk sued over 'Blade Runner' imagery used during robotaxi unveiling,Business Standard,22 Oct 2024,https://www.business-standard.com/world-news/elon-musk-sued-over-blade-runner-imagery-used-during-robotaxi-unveiling-124102200106_1.html
Google,Jio Lawsuits,"Disney, Fox, Warner Bros drop Venu Sports appeal after Fubo merger deal",Business Standard,1 month ago,https://www.business-standard.com/world-news/disney-fox-warner-bros-drop-venu-sports-appeal-after-fubo-merger-deal-125010601332_1.html
Google,Jio Lawsuits,Reliance suggests light tough regulatory framework for 5G ecosystem: TRAI consultation on 5G,MediaNama,14 Feb 2024,https://www.medianama.com/2024/02/223-jio-suggests-light-tough-regulatory-framework-for-5g-ecosystem-2/
Google,Jio Lawsuits,"Why Airtel, Reliance Jio and Vodafone have raised national security concerns over these messages from Ama",Times of India,4 Nov 2023,https://timesofindia.indiatimes.com/gadgets-news/why-airtel-reliance-jio-and-vodafone-have-raised-national-security-concerns-over-these-messages-from-amazon-microsoft-others/articleshow/104955720.cms
Google,Jio Lawsuits,"Jio IPO, new-energy biz update: Here's what to expect from RIL's 47th AGM",Business Standard,28 Aug 2024,https://www.business-standard.com/markets/news/jio-ipo-new-energy-biz-update-here-s-what-to-expect-from-ril-s-47th-agm-124082800098_1.html
Google,Jio Lawsuits,Reliance JioCinema signs up Pokemon in kids entertainment push: Report,Business Standard,16 Nov 2023,https://www.business-standard.com/companies/news/reliance-jiocinema-signs-up-pokemon-in-kids-entertainment-push-report-123111600184_1.html
Google,Jio Lawsuits,OpenAI sued over unauthorised use of content for ChatGPT,Communications Today,30 Nov 2024,https://www.communicationstoday.co.in/openai-sued-over-unauthorised-use-of-content-for-chatgpt/
Google,Jio Lawsuits,How Reliance Jio is monopolising the telecom sector,The Caravan,1 Feb 2019,https://caravanmagazine.in/reportage/government-helping-reliance-jio-monopolise-telecom
Google,Jio Lawsuits,"War of billionaires: Musk, Tata, Mittal & Amazon on one side, Ambani on other for satellite spectrum",Deccan Herald,25 Jun 2023,https://www.deccanherald.com/business/war-of-billionaires-musk-tata-mittal-amazon-on-one-side-ambani-on-other-for-satellite-spectrum-1231067.html
Google,Jio Lawsuits,Frauds cheat 33 aspirants of ₹3L by offering ‘jobs’ in Reliance Jio,Hindustan Times,8 Jul 2023,https://www.hindustantimes.com/cities/mumbai-news/reliance-jio-files-complaint-against-fraudsters-promising-jobs-33-people-cheated-of-3-lakh-in-navi-mumbai-101688756284526.html
Google,Jio Lawsuits,Reliance Jio to bring Standalone (SA) 5G to India starting Diwali: What does it mean for you?,The Indian Express,30 Aug 2022,https://indianexpress.com/article/technology/tech-news-technology/jio-standalone-5g-diwali-roll-out-what-it-will-mean-does-it-have-an-edge-8118945/
Google,Jio Lawsuits,Reliance Jio expands True 5G welcome offer to more cities,Deccan Herald,10 Nov 2022,https://www.deccanherald.com/technology/reliance-jio-expands-true-5g-welcome-offer-to-more-cities-1161158.html
Google,Jio Lawsuits,How a Weak Competition Commission of India Is Facilitating Media Oligarchies,The Wire,28 Oct 2024,https://thewire.in/business/how-a-weak-competition-commission-of-india-is-facilitating-media-oligarchies?mid_related_new
Google,Jio Lawsuits,"A court ruled that actor Yoon Ji-oh, a witness to the ""the late Jang Ja-yeon case,"" does not have to..",매일경제,10 Oct 2024,https://www.mk.co.kr/en/society/11136750
Google,Jio Lawsuits,Supreme Court directs Reliance Jio to pay Rs 70 crore to Tata Communications in 2 weeks,India Today,1 Aug 2022,https://www.indiatoday.in/india/story/supreme-court-directs-reliance-jio-pay-rs-70-crore-tata-communications-2-weeks-1982606-2022-08-01
Google,Jio Lawsuits,"Glenmark Pharma, Teva settle drug pricing cases with US Dept of Justice",Business Standard,22 Aug 2023,https://www.business-standard.com/companies/news/glenmark-pharma-teva-settle-drug-pricing-cases-with-us-dept-of-justice-123082200820_1.html
Google,Jio Lawsuits,SEBI Gives Initial Thumps UP: Mukesh Ambani To Disrupt Investment World; Blackrock & Jio Financial Co-Sponsers,Free Press Journal,5 Oct 2024,https://www.freepressjournal.in/business/sebi-gives-initial-thumps-up-mukesh-ambani-to-disrupt-investment-world-blackrock-jio-financial-co-sponsers-mutual-fund
Google,Jio Lawsuits,Zoom may take legal action against JioMeet for copying UI,India Today,9 Jul 2020,https://www.indiatoday.in/technology/news/story/zoom-may-take-legal-action-against-jiomeet-for-copying-ui-1698620-2020-07-09
Google,Jio Lawsuits,Predatory Pricing : JIO cases,MarketExpress,28 Dec 2017,https://www.marketexpress.in/2017/12/predatory-pricing-jio-cases.html
Google,Jio Lawsuits,Budhil-CryptoTalks(@Budhil-CryptoTalks)'s insights,Binance,3 weeks ago,https://www.binance.com/en/square/post/19024289802817
Google,Jio Lawsuits,India’s Jio Platforms gets license to operate Starlink-rivaling satellites: report,Tech in Asia,13 Jun 2024,https://www.techinasia.com/jio-backed-connect-set-to-challenge-starlink-in-india
Google,Jio Lawsuits,"Elon Musk drops legal case against OpenAI, CEO Sam Altman — Full timeline of events",Financialexpress,12 Jun 2024,https://www.financialexpress.com/life/technology-elon-musk-drops-legal-case-against-openai-ceo-sam-altman-full-timeline-of-eventsnbsp-3522634/
Google,Jio Lawsuits,India's Ambani hands Reliance telco unit to son in first step to leadership change,Reuters,29 Jun 2022,https://www.reuters.com/business/media-telecom/reliance-chairman-mukesh-ambani-steps-down-director-telecom-arm-2022-06-28/
Google,Jio Lawsuits,US judge pauses SpaceX’s challenge to case over anti-immigrant bias,Communications Today,2 weeks ago,https://www.communicationstoday.co.in/us-judge-pauses-spacexs-challenge-to-case-over-anti-immigrant-bias/
Google,Jio Lawsuits,US judge finds NSO Group liable for hacking in WhatsApp lawsuit,Communications Today,1 month ago,https://www.communicationstoday.co.in/us-judge-finds-nso-group-liable-for-hacking-in-whatsapp-lawsuit/
Google,Jio Lawsuits,US supports Musk argument in OpenAI lawsuit,Communications Today,4 weeks ago,https://www.communicationstoday.co.in/us-supports-musk-argument-in-openai-lawsuit/
Google,Jio Lawsuits,ABC to pay $15 million to Trump library to settle lawsuit,Communications Today,1 month ago,https://www.communicationstoday.co.in/abc-to-pay-15-million-to-trump-library-to-settle-lawsuit/
Google,Jio Lawsuits,Get Millie Black OTT release date Jio Cinema: When to watch Tamara Lawrance’s crime thriller series,Indiatimes,25 Nov 2024,https://www.indiatimes.com/entertainment/binge/get-millie-black-ott-release-date-jio-cinema-where-to-watch-tamara-lawrance-crime-thriller-series-646664.html
Google,Jio Lawsuits,Activist Groups File Lawsuit Against X in Germany,PYMNTS.com,24 Jun 2020,https://www.pymnts.com/cpi-posts/india-oks-facebooks-5-7b-deal-with-reliance-jio-platforms/
Google,Jio Lawsuits,Huge demand for lawyers for telecom sector seeing surge in legal cases,ET Telecom,19 Mar 2018,https://telecom.economictimes.indiatimes.com/news/huge-demand-for-lawyers-for-telecom-sector-seeing-surge-in-legal-cases/63363540
Google,Jio Lawsuits,JioHotstar Goes Off Sale From NameCheap.com After Puzzling Turn Of Events,Free Press Journal,27 Oct 2024,https://www.freepressjournal.in/business/jiohotstar-goes-off-sale-from-namecheapcom-after-puzzling-turn-of-events
Google,Jio Lawsuits,Jio is not wrong in questioning Ookla's claim that Airtel is offering faster mobile data,Dailyo,21 Mar 2017,https://www.dailyo.in/variety/bharti-airtel-reliance-jio-ookla-speed-test-lawsuit-16297
Google,Jio Lawsuits,"Elon Musk-led Tesla sells 70,847 China-made vehicles in Dec: Report",Business Standard,12 Jan 2022,https://www.business-standard.com/article/companies/elon-musk-led-tesla-sells-70-847-china-made-vehicles-in-dec-report-122011200239_1.html
Google,Jio Lawsuits,"JioPhone Next launched at Rs 6,499: Check features and specs of the entry-level smartphone here",Firstpost,5 Nov 2021,https://www.firstpost.com/tech/news-analysis/jiophone-next-launched-at-rs-6499-check-features-and-specs-of-the-entry-level-smartphone-here-10112411.html
Google,Jio Lawsuits,BNP Paribas sued in France over fossil-fuel financing,ET Auto,23 Feb 2023,https://auto.economictimes.indiatimes.com/news/industry/bnp-paribas-sued-in-france-over-fossil-fuel-financing/98174537
Bing,Jio Lawsuits,'Chor Ke Ghar Chori': ChatGPT maker OpenAI roasted after theft claims against China's DeepSeek,Timesofindia,8d,https://timesofindia.indiatimes.com/technology/social/chor-ke-ghar-chori-chatgpt-maker-openai-roasted-after-theft-claims-against-chinas-deepseek/articleshow/117726470.cms
Bing,Jio Lawsuits,Jio Financial Services Announcement under Regulation 30 (LODR)-Acquisition,Economictimes,16d,https://economictimes.indiatimes.com/jio-financial-services-ltd/stocksupdate/companyid-14555.cms
Bing,Jio Lawsuits,Telecom Disputes Settlement & Appellate Tribunal stays Trai penalties on telcos over spam menace,Economictimes,7d,https://economictimes.indiatimes.com/industry/telecom/telecom-policy/telecom-disputes-settlement-appellate-tribunal-stays-trai-penalties-on-telcos-over-spam-menace/articleshow/117753387.cms
Bing,Jio Lawsuits,Jio clarifies data access on voice and SMS-only plans after consumer backlash,Financialexpress,6d,https://www.financialexpress.com/life/technology-jio-clarifies-data-access-on-voice-and-sms-only-plans-after-consumer-backlash-3732571/
Bing,Jio Lawsuits,Jio revolutionises UPI payments with free audio alerts on Jio Bharat phones for small business owners,Indiatvnews,12d,https://www.indiatvnews.com/technology/news/jio-revolutionises-upi-payments-with-free-audio-alerts-on-jio-bharat-phones-for-small-business-owners-2025-01-25-973076
Bing,Jio Lawsuits,Reliance Jio,Ndtv,7d,https://www.ndtv.com/topic/reliance-jio
Bing,Jio Lawsuits,Jio Financial Services Announcement under Regulation 30 (LODR)-Acquisition,Economictimes,16d,https://economictimes.indiatimes.com/jio-financial-services-ltd/stocksupdate/companyid-14555.cms
Bing,Jio Lawsuits,"Jio 5.5G vs 5G: What it means for gamers, streamers and mobile users",Livemint,26d,https://www.livemint.com/technology/tech-news/jio-5-5g-vs-5g-what-it-means-for-gamers-streamers-and-mobile-users-11736606887052.html
Bing,Jio Lawsuits,Jio All-In-One Explained: Here's the List of Jio All-In-One Plans,Gizbot,27d,https://www.gizbot.com/telecom/features/jio-all-in-one-explained-heres-the-list-of-jio-all-in-one-plans-108103.html
Bing,Jio Lawsuits,"Jio's 84-day plans disrupted BSNL's market strategy, alleviating concerns for millions of users",Indiatvnews,28d,https://www.indiatvnews.com/technology/news/jio-s-84-day-plans-disrupted-bsnl-s-market-strategy-alleviating-concerns-for-millions-of-users-2025-01-09-970487
Bing,Jio Lawsuits,"Jio creates stir again, offers unlimited data facility for just Rs 49",Indiatvnews,25d,https://www.indiatvnews.com/technology/news/jio-creates-stir-again-offers-unlimited-data-facility-for-just-rs-49-2025-01-12-970852
Bing,Jio Lawsuits,"Jio Financial Services Share Price Highlights : Jio Financial Services closed today at ₹266.2, down -5.15% from yesterday's ₹280.65",Livemint,24d,https://www.livemint.com/market/live-blog/jio-financial-services-share-price-today-latest-live-updates-on-13-jan-2025-11736735729533.html
Bing,Jio Lawsuits,Jio Financial Services Share Price Highlights: Jio Financial Services Stock Price History,Economictimes,22d,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/jio-financial-services-share-price-live-updates-15-jan-2025/liveblog/117250932.cms
Bing,Jio Lawsuits,Jio Financial Services Share Price Highlights: Jio Financial Services Stock Price History,Economictimes,23d,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/jio-financial-services-share-price-today-live-updates-14-jan-2025/liveblog/117220001.cms
Yahoo,Jio Lawsuits,Asia’s richest man launches $12 4G phones,NextShark,2 years ago,https://r.search.yahoo.com/_ylt=Awr99TSk5qVnR_sEqMvQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738954532/RO=10/RU=https%3a%2f%2fnextshark.com%2fmukesh-ambani-cheapest-internet-connected-phone%2f/RK=2/RS=5rwVWIJfmnAvmVahHjSXozpx33E-
